maxPlayerLevel;numberOfAttemptedLevels;attemptsOnTheHighestLevel;totalNumOfAttempts;averageNumOfTurnsPerCompletedLevel;doReturnOnLowerLevels;numberOfBoostersUsed;fractionOfUsefullBoosters;totalScore;totalBonusScore;totalStarsCount;numberOfDaysActuallyPlayed
7;7;2;9;11.25;1;3;0.6666666667;1692000;1650;20;2
0;1;1;1;3;0;0;0;113000;250;0;1
5;6;1;6;9.6;0;1;1;1208000;1250;15;1
25;26;1;41;16.0769230769;0;9;0.8888888889;8238000;5175;68;2
52;11;4;26;21.6666666667;0;7;0.5714285714;1299000;1000;13;3
58;20;5;64;18.5454545455;1;6;0.1666666667;3594000;2125;37;7
4;5;1;5;8.6;0;1;1;1024000;1150;11;1
18;19;1;24;16.9473684211;0;5;0.8;3889000;3125;40;4
25;26;2;32;17.44;0;7;0.7142857143;6951000;4300;56;4
16;17;12;40;15.3125;0;8;0.625;3331000;2625;35;5
19;20;2;27;16.7894736842;0;8;0.5;4093000;3750;49;3
5;6;1;7;9.8333333333;1;1;1;1292000;1250;15;1
5;6;1;6;9;0;1;1;826000;975;12;1
10;11;2;15;15;0;3;0.6666666667;2079000;1625;22;1
15;16;3;21;16.8;0;3;1;3347000;2950;37;1
13;14;3;18;15.5384615385;0;5;0.8;3589000;2800;35;1
7;8;1;8;13;0;3;1;2022000;1800;19;1
49;50;4;91;19.4081632653;0;15;0.6666666667;12581000;8250;108;6
20;4;2;6;22.25;0;1;1;639000;300;4;1
15;16;1;20;15.6875;1;5;1;3877000;2950;37;1
15;16;4;23;15.5333333333;0;5;0.8;3904000;2850;36;1
3;4;1;4;7.5;0;0;0;605000;900;9;1
18;19;1;22;17.0555555556;0;4;1;4436000;3200;41;3
49;50;5;122;19.8;0;28;0.5714285714;12119000;8425;108;11
18;19;1;21;17.7894736842;0;7;0.8571428571;4667000;3225;40;1
6;7;1;7;11.1428571429;0;2;1;1438000;1550;17;1
12;13;1;16;15.3076923077;0;6;0.6666666667;3626000;2450;30;2
10;11;4;15;13.6;1;3;1;2108000;1950;27;2
2;3;1;3;4.6666666667;0;0;0;415000;650;6;1
5;6;1;6;10.3333333333;0;1;1;1013000;1225;13;1
0;1;1;1;3;0;0;0;113000;250;0;1
2;1;1;1;7;0;0;0;126000;250;0;1
2;3;1;3;5;0;0;0;345000;575;4;1
7;8;1;9;11.75;0;2;1;2002000;1800;19;1
50;51;10;88;19.52;0;18;0.8333333333;12793000;9100;119;3
74;3;10;17;14;0;0;0;337000;400;5;3
3;1;1;1;14;0;0;0;149000;75;0;1
49;50;14;113;19;0;19;0.7894736842;13234000;8425;109;2
49;1;1;1;0;0;1;0;0;0;0;1
30;8;8;17;23;0;4;0.25;1209000;875;11;6
13;14;1;23;15.2307692308;0;3;1;3322000;2525;32;2
15;16;1;22;15.4375;0;3;1;3894000;3100;39;2
7;8;1;9;13.2222222222;1;2;1;2230000;1825;19;2
1;2;1;2;4.5;0;0;0;244000;500;3;1
14;1;2;2;13;1;0;0;252000;0;3;1
9;10;2;12;15.5;1;3;0.6666666667;2233000;2150;26;1
6;7;1;7;12.7142857143;0;2;1;1421000;1450;16;1
4;5;1;6;9.4;0;1;1;1391000;1250;12;1
2;3;1;3;5;0;0;0;387000;650;6;1
36;2;4;11;35;0;2;0;213000;250;3;2
30;1;1;1;0;0;0;0;0;0;0;1
13;10;2;11;18.4;0;9;0.8888888889;2526000;1675;21;3
21;22;5;38;16.5238095238;0;6;0.6666666667;5536000;3900;52;4
19;20;4;36;15.8;1;5;0.6;4791000;3550;47;2
4;5;1;5;10;0;1;1;857000;1250;12;1
5;6;3;8;8.8333333333;0;2;1;1149000;975;11;1
41;4;7;20;19.5;1;1;1;592000;300;6;5
13;14;2;18;16.0769230769;0;5;0.6;2842000;2500;34;1
14;5;1;6;20.2;0;2;0.5;1857000;1150;12;2
16;17;2;22;15.25;0;4;1;4274000;3000;40;2
13;14;4;17;16.7692307692;0;4;1;4322000;2725;34;1
14;15;5;34;14.5333333333;0;4;1;3979000;2675;35;5
10;11;2;17;14.2;0;3;0.6666666667;2184000;2050;26;2
6;1;2;2;19;0;0;0;216000;150;0;1
1;2;1;2;6.5;0;0;0;282000;500;3;1
4;5;1;5;9.6;0;1;1;1250000;1250;12;1
17;2;1;2;26;0;2;0.5;331000;250;3;1
1;2;1;2;7.5;0;0;0;469000;500;3;1
6;7;1;7;11.2857142857;0;2;1;1250000;1375;16;1
29;30;2;71;17.7586206897;0;10;0.8;7043000;4825;62;11
6;7;1;8;11.5714285714;0;3;0.6666666667;1114000;1275;14;1
18;19;1;26;16.9473684211;0;5;0.8;5049000;3500;44;1
6;7;1;9;11.4285714286;0;3;1;1479000;1275;15;1
10;11;3;17;14.3;0;2;1;2516000;2150;28;2
13;14;1;22;14.6428571429;0;7;0.5714285714;3273000;2525;32;1
6;7;1;9;10.1428571429;0;2;0.5;1090000;1125;13;2
41;4;2;8;17.3333333333;0;2;0;544000;550;7;1
39;5;2;21;28.25;0;9;0.1111111111;1093000;725;9;6
15;16;6;25;16;0;5;1;3863000;2950;39;1
3;4;1;5;7.6;1;0;0;1042000;900;8;1
2;3;1;3;5.6666666667;0;0;0;359000;650;6;1
15;16;2;42;15.9333333333;0;5;1;3882000;2675;34;2
10;11;2;14;14.5;0;3;0.6666666667;2293000;1875;24;1
6;7;3;11;10.3333333333;0;2;0.5;1477000;1500;18;1
9;4;2;5;17.3333333333;0;3;0.6666666667;451000;300;4;2
19;4;2;8;23.6666666667;0;3;0.3333333333;691000;475;6;2
33;5;15;20;22.5;0;1;1;826000;475;9;4
21;22;8;45;16.9047619048;0;8;0.625;4769000;3550;48;5
21;22;6;44;17.1428571429;0;10;0.4;4813000;3300;46;4
0;1;1;1;3;0;0;0;113000;250;0;1
35;2;5;26;30;0;0;0;241000;250;3;4
14;15;1;16;14.0666666667;1;8;1;3542000;2900;38;3
42;43;20;111;19.4285714286;0;22;0.5454545455;10253000;7150;97;10
39;11;2;16;24.1;0;3;1;2663000;1525;22;3
14;15;1;27;16.0714285714;0;8;0.625;3233000;2975;39;6
0;1;1;1;3;0;0;0;125000;250;0;1
2;3;1;3;6.3333333333;0;0;0;517000;750;6;1
1;2;1;2;4.5;0;0;0;232000;400;3;1
0;1;1;1;3;0;0;0;125000;250;0;1
15;16;1;22;15.6666666667;0;2;1;3610000;2925;39;1
1;2;1;2;4.5;0;0;0;338000;500;3;1
25;26;1;43;16.4;0;8;0.75;6784000;4200;57;2
7;8;1;8;12.75;0;2;1;1271000;1100;13;1
7;8;2;11;12.1111111111;1;3;0.6666666667;1533000;1625;17;1
4;5;1;5;10;0;1;1;1062000;1150;11;1
42;14;45;99;23.7692307692;0;14;0.3571428571;3102000;2275;31;12
46;1;3;3;20;0;1;1;114000;75;0;2
0;1;1;1;3;0;0;0;125000;250;0;1
24;25;1;44;17.2;0;12;0.6666666667;6120000;4375;54;4
3;4;1;4;8.5;0;0;0;927000;1000;9;1
1;2;1;2;5;0;0;0;326000;500;3;1
15;16;3;23;16.5333333333;0;5;0.6;3570000;3125;40;3
21;22;3;29;17.4285714286;0;6;0.6666666667;5158000;3800;49;1
2;3;1;3;5.6666666667;0;0;0;382000;575;6;1
50;51;10;78;19.48;0;20;0.7;13685000;9275;120;3
10;11;12;23;13.8;0;5;0.4;2557000;1950;27;2
1;2;1;2;4;0;0;0;276000;500;3;1
4;5;1;5;10.8;0;1;1;1417000;1250;12;1
39;40;5;116;18.8205128205;0;24;0.4583333333;9542000;6475;88;11
38;2;4;6;22.5;0;0;0;329000;150;1;2
3;4;1;4;6;0;0;0;412000;750;9;1
1;2;1;2;6;0;0;0;238000;500;3;1
33;34;3;51;17.7575757576;0;13;0.7692307692;8605000;6000;81;4
1;2;2;7;3;1;0;0;251000;250;3;1
39;11;2;44;26.5;0;8;0.125;3092000;1775;25;7
35;2;1;6;33.5;0;2;0;543000;500;3;3
9;10;1;11;13.7777777778;0;3;0.6666666667;2594000;2050;25;1
41;42;3;76;20.6829268293;0;15;0.8;8990000;6850;90;7
21;22;5;37;16.3333333333;0;5;0.8;6904000;3750;49;3
29;30;10;68;17.5862068966;0;18;0.3333333333;7670000;4850;65;8
3;4;1;4;7.25;0;0;0;767000;825;7;1
16;17;1;26;14.875;0;10;0.7;3535000;2775;35;2
7;2;2;3;14.5;0;1;0;492000;400;3;1
4;5;1;5;9.2;0;1;1;878000;1150;12;1
0;1;1;1;3;0;0;0;125000;250;0;1
65;12;37;91;22.0833333333;1;7;0.4285714286;3205000;1775;25;13
2;2;1;2;9.5;0;0;0;309000;500;3;1
1;2;1;2;5;0;0;0;276000;500;3;1
23;24;1;44;17.0416666667;0;12;0.5;5548000;3950;50;4
10;11;2;15;14.5;0;3;0.6666666667;2050000;2050;26;1
29;14;13;40;23;0;4;0.75;2971000;1900;25;6
2;3;1;3;7.3333333333;0;0;0;514000;750;6;1
19;20;2;31;16.3157894737;0;5;0.6;5413000;3150;41;1
50;51;10;89;19.3921568627;1;17;0.7058823529;14091000;9375;122;6
0;1;1;1;3;0;0;0;113000;250;0;1
15;16;11;32;15.2;0;5;0.8;3091000;2425;32;3
50;4;1;4;27;0;2;1;489000;375;5;1
6;7;1;7;9.6666666667;0;1;1;1971000;1400;17;1
15;3;2;4;19.5;0;4;0.5;502000;400;5;2
37;38;8;121;18.3783783784;0;18;0.6111111111;10365000;6950;90;5
9;10;1;10;14.2;0;3;1;2744000;2075;25;2
13;7;1;8;18.8571428571;0;3;1;1334000;1150;14;1
25;26;3;48;17.4;0;10;0.7;5895000;4475;60;3
4;5;5;9;10.8;0;1;0;1362000;1075;12;1
0;1;1;1;3;0;0;0;113000;250;0;1
10;11;1;15;14.4;0;3;0.3333333333;2051000;1975;27;1
20;14;3;17;21.3846153846;0;6;1;2807000;2250;30;3
39;40;1;59;18.5897435897;0;14;0.7142857143;11765000;7350;97;3
16;17;6;35;14.75;0;3;1;3734000;2875;39;2
0;1;1;1;3;0;0;0;125000;250;0;1
9;10;2;11;14.2222222222;0;2;1;2248000;1875;23;1
65;66;20;156;19.9538461538;1;26;0.7692307692;17535000;11450;153;10
0;1;1;1;3;0;0;0;113000;250;0;1
10;11;2;12;14.9;0;3;1;1944000;1850;26;1
3;4;1;4;7.25;0;0;0;592000;700;7;1
12;4;1;4;17.75;0;1;1;1505000;750;9;1
15;16;3;19;14.6;0;5;1;3406000;3100;41;4
36;6;1;10;24.6;0;3;0.6666666667;1180000;825;13;1
16;17;1;22;15.3125;0;3;1;4127000;2850;36;1
13;13;2;14;15.2307692308;0;6;0.8333333333;3305000;2450;31;3
21;22;5;43;16.1904761905;0;8;0.5;4695000;3375;44;4
4;2;1;2;14;0;1;1;896000;500;3;1
0;1;1;1;3;0;0;0;113000;250;0;1
13;14;1;14;15.2857142857;0;5;1;3338000;2625;32;3
7;8;1;8;12.625;0;3;1;1918000;1725;18;1
5;6;1;6;12.5;0;1;1;1493000;1325;13;1
13;14;2;23;15.1538461538;0;4;1;3860000;2725;36;3
0;1;1;1;3;0;0;0;113000;250;0;1
9;10;1;11;14;0;2;0.5;1809000;1700;21;1
13;14;2;23;16.6923076923;0;5;1;2917000;2725;35;3
0;1;1;1;3;0;0;0;113000;250;0;1
58;59;13;155;19.7413793103;0;32;0.53125;12713000;8675;118;12
18;13;2;18;20;0;3;1;2161000;1475;22;1
0;1;1;1;3;0;0;0;113000;250;0;1
2;3;1;3;5.5;0;0;0;288000;500;6;1
10;11;7;21;13.2;0;2;1;2029000;1975;26;1
16;1;1;1;26;0;0;0;185000;150;0;1
7;8;1;10;12.125;0;3;0.6666666667;1870000;1550;16;2
5;6;2;8;10.2857142857;1;1;1;1447000;1400;15;1
20;21;1;37;16.9;0;8;0.5;4744000;4000;50;3
55;55;2;141;19.6393442623;1;21;0.7619047619;15244000;9725;127;5
42;43;7;82;19.3571428571;0;17;0.6470588235;11528000;7450;99;5
21;22;6;74;16.6666666667;0;8;0.5;4003000;3275;43;5
36;37;1;85;18.3888888889;0;16;0.75;9239000;6200;83;3
3;4;1;4;9.25;0;0;0;545000;800;8;1
6;7;1;8;11.1428571429;0;2;1;1325000;1375;16;1
9;10;1;14;14.1111111111;0;1;1;2170000;1950;24;2
10;11;1;12;14.5454545455;0;3;1;2300000;2225;26;1
46;13;2;21;22.0833333333;0;1;1;2493000;2450;30;1
5;6;1;6;10.8;0;1;1;1400000;1250;15;1
55;11;2;22;17.2;1;0;0;3379000;1000;24;4
5;6;1;6;11;0;1;1;1224000;1400;15;1
58;59;26;199;19.7931034483;0;30;0.5666666667;14210000;9250;124;11
58;13;10;38;21.0833333333;0;3;0.6666666667;1904000;1650;23;2
15;16;7;30;15.0666666667;0;2;0.5;3578000;2825;37;3
14;15;1;18;15.8;0;4;1;3481000;3200;37;2
9;10;2;11;14.5555555556;0;2;1;2102000;2075;25;1
3;4;1;4;8.5;0;0;0;828000;1000;9;1
105;7;9;50;23;0;8;0.375;1131000;1150;14;11
15;16;5;32;14.0588235294;1;6;0.8333333333;3879000;2750;37;4
39;8;1;11;25;0;2;0.5;1618000;1150;16;2
2;3;1;3;5.6666666667;0;0;0;397000;750;6;1
47;14;7;71;21.6153846154;0;3;0;2067000;1900;24;8
21;22;5;31;16.6666666667;0;6;0.6666666667;4863000;3575;48;2
15;16;2;22;14.875;0;3;1;4039000;2750;34;2
15;16;1;21;15.2;0;7;0.7142857143;3163000;2550;35;1
6;7;1;7;12.1428571429;0;3;1;1622000;1550;17;1
13;14;3;19;15.3846153846;0;7;0.7142857143;2827000;2450;33;1
6;5;1;5;14.6;0;1;1;1305000;875;10;1
17;18;1;42;15.4545454545;1;11;0.7272727273;5741000;3900;50;5
30;31;1;34;18;0;12;0.9166666667;7826000;5625;68;2
9;10;4;13;14.3333333333;0;2;1;1787000;1775;22;3
13;14;1;23;15;0;4;0.75;4549000;2725;34;2
10;11;1;15;14.2727272727;0;2;0.5;2789000;2200;27;1
0;1;1;1;3;0;0;0;150000;250;0;1
26;7;1;8;17.8571428571;0;3;1;1574000;875;10;2
16;17;2;36;14.8125;0;5;0.8;3756000;2525;33;4
44;11;5;41;24.6;0;8;0.25;2269000;2125;26;4
17;18;4;45;16.3888888889;0;5;0.6;4773000;3300;40;4
5;6;1;6;10.5;0;1;1;1172000;1300;14;1
0;1;1;1;3;0;0;0;150000;250;0;1
6;7;1;7;12.2857142857;0;2;1;1313000;1375;15;1
4;5;1;5;10;0;1;1;1096000;1250;12;1
8;9;1;10;14.4444444444;0;5;1;1683000;1700;19;1
16;17;2;24;15.9411764706;0;6;0.8333333333;4072000;2950;36;1
37;4;5;9;26.3333333333;0;5;0.2;1497000;575;7;5
21;22;3;39;16.7142857143;0;10;0.6;6031000;3750;49;2
0;1;1;1;3;0;0;0;113000;250;0;1
16;17;1;27;15.1875;0;6;0.8333333333;3397000;2750;36;2
5;6;2;7;9.8;0;2;0.5;990000;1250;15;2
9;10;1;14;13.9;1;2;0.5;2121000;1875;23;2
9;10;3;16;13.3636363636;1;4;0.75;2509000;1875;23;2
5;6;2;7;9;0;1;1;979000;1050;13;1
4;5;1;5;9.4;0;1;1;1568000;1250;12;1
21;22;2;30;16.3636363636;1;4;0.75;6545000;4200;55;6
19;1;1;1;0;0;0;0;0;0;0;1
0;1;1;1;3;0;0;0;150000;250;0;1
58;5;11;42;20.25;1;7;0.1428571429;794000;475;8;7
1;2;1;2;4.5;0;0;0;238000;500;3;1
65;66;9;200;20.3768115942;1;37;0.4864864865;15326000;10500;137;12
23;24;1;42;17.2;1;13;0.5384615385;5197000;4100;53;6
13;14;2;16;14.7692307692;0;4;1;3444000;2800;36;2
0;1;1;1;3;0;0;0;113000;250;0;1
15;16;6;26;16.3333333333;0;4;1;3296000;3025;39;1
3;4;1;4;8.5;0;0;0;598000;900;9;1
13;14;1;16;14.9285714286;0;6;0.6666666667;3427000;2625;33;4
6;7;1;7;11;0;2;1;1595000;1475;17;1
47;48;3;82;19.0638297872;0;16;0.75;13031000;8300;110;8
15;5;1;9;19.75;0;5;0.4;818000;725;9;1
9;10;2;11;14.7777777778;0;4;0.75;1812000;1950;24;1
2;3;1;3;7.3333333333;0;0;0;425000;750;6;1
0;1;1;1;3;0;0;0;113000;250;0;1
2;3;1;3;5;0;0;0;358000;575;6;1
39;8;8;24;24.625;0;6;0.5;1784000;1125;13;4
25;26;4;53;17.2;0;8;0.75;6275000;4225;56;5
5;6;1;6;10.3333333333;0;1;1;1853000;1325;13;1
10;11;1;12;14.2;0;3;1;1699000;1700;22;1
65;35;1;196;21.023255814;1;24;0.2083333333;8117000;4100;64;12
5;6;1;6;10.1666666667;0;1;1;1210000;1500;15;2
10;11;2;15;14.2;0;2;1;2175000;1875;25;1
2;3;1;3;5.3333333333;0;0;0;405000;650;6;1
13;14;3;19;15.3846153846;0;4;0.75;4041000;2350;32;1
46;47;7;86;19.0638297872;0;21;0.7619047619;12555000;8625;109;10
5;6;1;6;9.8333333333;0;1;1;1214000;1400;15;1
17;18;1;22;15.8823529412;0;6;0.8333333333;5578000;3275;43;1
1;2;1;2;4.5;0;0;0;232000;400;3;1
18;5;3;10;21;0;1;0;970000;725;9;1
3;3;2;4;6.25;1;0;0;806000;750;9;1
33;34;2;50;18.303030303;0;14;0.6428571429;7033000;4925;66;5
18;2;1;3;22.5;0;2;0.5;450000;325;1;1
7;8;2;13;13.125;0;2;1;1747000;1800;20;2
2;3;1;4;7.3333333333;0;0;0;489000;750;6;1
2;3;1;3;6.6666666667;0;0;0;405000;750;6;1
8;9;1;9;13.7777777778;0;2;1;1827000;1875;20;1
2;3;1;3;5.6666666667;0;0;0;332000;475;5;1
13;5;1;5;19;1;2;1;1078000;900;11;1
33;3;1;4;29;0;1;0;267000;75;3;1
8;9;1;9;14.375;0;3;0.6666666667;1781000;1900;23;1
15;16;2;22;15.2;0;4;1;3620000;2925;39;3
14;15;1;16;15.7857142857;0;7;0.7142857143;3829000;2800;36;3
4;5;1;5;8.8;0;1;1;859000;1050;11;1
19;4;1;4;23.3333333333;0;2;1;762000;575;7;1
11;12;1;22;14.1818181818;0;3;0.6666666667;2028000;1850;24;4
1;2;1;2;5.5;0;0;0;300000;500;3;1
33;34;1;51;18.1515151515;0;13;0.9230769231;8163000;4900;67;5
14;15;3;22;15.2;0;6;0.8333333333;3344000;2575;33;3
0;1;1;1;3;0;0;0;150000;250;0;1
8;9;1;10;14.4;1;2;1;2154000;2150;24;1
22;23;1;31;17.1304347826;0;10;0.8;5626000;3975;50;2
65;9;8;103;21.875;0;0;0;2431000;1225;17;13
1;2;1;2;4.5;0;0;0;219000;325;3;1
5;6;1;6;10.5;0;1;1;1140000;1400;14;1
6;7;2;8;11;0;2;0.5;1147000;1200;14;1
13;14;2;16;16.0714285714;0;6;1;4462000;3075;39;2
2;3;2;5;3.5;0;0;0;226000;400;5;1
4;5;1;5;10.8;0;1;1;1293000;1150;11;1
1;2;1;2;7;0;0;0;332000;500;3;1
0;1;1;1;3;0;0;0;113000;250;0;1
5;6;5;10;9;0;1;1;989000;975;12;1
5;6;1;7;10.6666666667;0;1;1;1325000;1400;15;1
21;6;9;15;22.8;0;3;0.3333333333;1299000;825;12;4
26;27;1;45;16.8518518519;0;11;0.9090909091;7132000;4725;59;4
3;4;1;4;9.5;0;0;0;603000;800;8;1
10;4;6;9;20.6666666667;0;1;1;617000;400;8;1
25;26;3;47;16.5769230769;1;13;0.6923076923;7831000;4650;62;3
7;8;1;9;12.875;0;2;0.5;1434000;1550;16;1
35;1;1;1;0;0;0;0;0;0;0;1
21;22;2;31;16.7619047619;0;6;0.6666666667;5834000;3650;49;2
34;1;5;5;0;0;0;0;0;0;0;1
20;12;1;19;19.2727272727;0;3;0.6666666667;2029000;1525;22;2
3;4;1;4;7.25;0;0;0;550000;900;9;1
5;6;1;6;10.5;0;1;1;1326000;1225;12;1
3;4;1;4;9.25;0;0;0;685000;1000;9;1
16;7;3;12;17;0;2;0.5;1711000;1200;15;2
3;4;1;4;8.25;0;0;0;775000;1000;9;1
15;16;1;17;16.2;0;3;1;3619000;2675;34;3
0;1;1;1;3;0;0;0;150000;250;0;1
7;8;1;8;11.75;0;2;1;1913000;1650;17;2
4;5;1;5;9.2;0;1;1;894000;1250;12;1
25;26;3;53;16.6;0;12;0.4166666667;6332000;4300;58;4
25;26;1;44;17.12;0;10;0.8;6386000;4625;61;4
39;9;5;20;25.8888888889;1;2;0;2413000;1300;19;3
21;14;3;19;19.3846153846;0;3;0.6666666667;3218000;2300;30;1
43;44;2;77;19.1818181818;1;16;0.75;12577000;7850;100;5
6;7;1;8;10.5;0;2;0.5;1273000;1225;15;1
10;11;10;27;12.6363636364;1;4;0.5;2263000;1950;27;2
55;3;11;36;23.8;1;7;0.5714285714;772000;500;7;4
50;51;14;189;19.431372549;1;37;0.4324324324;12173000;8250;109;11
21;18;1;34;18.6111111111;1;11;0.4545454545;2871000;2025;31;3
9;10;2;14;13.1111111111;0;2;0.5;2015000;1775;22;1
16;17;1;23;15.1875;0;6;0.8333333333;3887000;2850;36;1
3;4;1;4;9;0;0;0;816000;1000;9;1
9;10;2;11;14.3;0;3;1;1780000;1775;22;2
2;3;1;3;5.6666666667;0;0;0;409000;650;6;1
2;3;1;3;5.6666666667;0;0;0;399000;750;6;1
5;6;2;7;8.2;0;1;1;1077000;1250;15;1
50;3;8;13;26.5;0;5;0;315000;225;3;2
14;15;1;20;16.0666666667;1;6;1;3881000;2625;35;2
5;6;2;7;8.4;0;1;0;1611000;1250;15;1
17;4;1;8;18;0;0;0;680000;550;7;2
6;7;1;9;11.75;1;2;1;1997000;1650;17;1
0;1;1;1;3;0;0;0;113000;250;0;1
7;8;1;8;13.75;0;2;1;1944000;1700;19;1
10;11;2;12;13.0909090909;0;6;0.8333333333;2208000;1975;24;1
108;9;4;39;27.75;0;3;0.6666666667;1327000;1350;17;3
0;1;1;1;3;0;0;0;113000;250;0;1
27;28;1;38;17.4074074074;0;13;0.6923076923;6668000;5050;66;5
27;28;1;43;16.3703703704;0;9;0.8888888889;6126000;4625;61;2
2;3;1;3;3.6666666667;0;0;0;417000;650;6;1
55;16;24;106;22.380952381;1;9;0.4444444444;3663000;2075;27;8
58;17;2;74;21;0;12;0.4166666667;2578000;2275;31;11
45;46;1;92;18.8666666667;0;23;0.5217391304;11575000;7800;103;5
2;3;1;3;5.6666666667;0;0;0;363000;650;6;1
9;10;2;11;14.5555555556;0;2;1;2002000;1875;23;2
35;3;20;26;30;1;3;0.3333333333;153000;150;2;5
39;38;2;85;21.1621621622;0;18;0.5;7890000;5400;70;8
19;20;1;29;16.3684210526;1;8;0.625;4713000;3550;47;3
0;1;1;1;3;0;0;0;150000;250;0;1
37;15;2;30;22.8571428571;1;8;0.375;3925000;2150;33;5
2;3;1;3;6;0;0;0;447000;650;6;1
13;14;2;16;15.8461538462;0;4;1;4322000;2700;35;1
10;11;1;11;13.8;0;2;1;1956000;1775;25;1
42;43;15;116;19.2325581395;1;19;0.7894736842;11622000;7100;93;4
28;29;1;46;17.2413793103;0;17;0.5882352941;6826000;4650;59;3
5;6;1;6;11.1666666667;0;1;1;1620000;1500;15;1
96;19;24;112;20.3333333333;1;13;0.3846153846;2855000;2350;34;9
0;1;1;1;3;0;0;0;113000;250;0;1
26;3;1;6;17.3333333333;0;0;0;489000;400;2;2
5;6;1;6;9.8333333333;0;1;1;1215000;1400;15;1
50;10;24;63;20.375;1;14;0.0714285714;1059000;675;9;10
9;10;1;10;14.3;0;1;1;1749000;1675;21;1
33;34;3;62;18.1515151515;0;18;0.4444444444;7246000;5225;72;5
11;12;1;14;15.1666666667;0;2;1;3822000;2375;28;1
25;26;14;60;16.76;0;10;0.5;6216000;4400;59;3
86;34;16;189;21.7631578947;1;26;0.3076923077;7874000;5025;73;12
7;8;2;9;11.4285714286;0;2;1;1388000;1475;18;1
0;1;1;1;3;0;0;0;150000;250;0;1
3;4;1;4;7.25;0;0;0;594000;800;8;1
0;1;1;1;3;0;0;0;113000;250;0;1
39;4;7;15;23.3333333333;0;3;0;1180000;650;8;3
7;8;1;8;13.5;0;2;1;1635000;1550;16;1
0;1;1;1;6;0;0;0;125000;250;0;1
50;1;15;15;0;0;5;0;0;0;0;3
2;2;2;3;0;1;0;0;0;0;0;1
27;28;2;58;16.5666666667;1;13;0.5384615385;7936000;5150;66;5
4;5;1;5;10.6;0;1;1;1293000;1250;12;1
0;1;1;1;3;0;0;0;113000;250;0;1
10;11;4;16;14.5;0;6;0.8333333333;1992000;1800;23;2
5;6;1;6;10.8333333333;0;1;1;1525000;1400;15;1
1;2;1;2;4.5;0;0;0;276000;500;3;1
6;7;1;7;11.5714285714;0;2;1;1102000;1300;15;1
11;12;3;18;14.75;1;5;0.4;2366000;1750;24;3
86;29;10;71;22;0;17;0.7647058824;7100000;4750;65;8
6;7;1;11;11.8181818182;1;2;1;2586000;1550;17;2
27;28;3;47;17.0740740741;0;18;0.5555555556;5996000;4525;58;4
49;1;11;11;0;0;2;0;0;0;0;2
2;3;1;4;4.6666666667;0;0;0;385000;750;6;1
42;13;4;37;18.9333333333;1;2;0;3631000;1300;31;4
17;18;4;31;16.6666666667;0;6;0.8333333333;3680000;3125;39;4
27;28;7;61;16.9259259259;0;17;0.5882352941;7243000;4975;65;5
4;5;1;5;8.6;0;1;1;1257000;1250;12;1
10;11;2;13;15.2;0;4;0.5;1836000;1675;22;2
1;2;1;2;3.5;0;0;0;226000;400;3;1
39;40;4;57;18.7692307692;0;16;0.9375;10020000;6875;93;3
1;2;1;2;4;0;0;0;256000;325;3;1
33;34;1;58;17.9696969697;0;16;0.8125;9822000;6025;81;7
86;25;14;172;21.48;1;21;0.3333333333;6227000;4450;60;11
9;1;2;2;0;0;1;0;0;0;0;1
1;2;1;2;4.5;0;0;0;307000;400;3;1
0;1;1;1;3;0;0;0;163000;250;0;1
21;22;17;57;16.4761904762;0;6;0.5;5210000;3750;48;5
1;2;1;2;3.5;0;0;0;288000;500;3;1
4;5;1;5;8.2;0;1;1;959000;1150;11;1
3;4;1;4;8.5;0;0;0;604000;900;9;1
0;1;1;1;3;0;0;0;113000;250;0;1
34;9;6;18;29;1;10;0.5;1497000;850;12;5
17;1;5;5;0;0;2;0;0;0;0;1
33;34;5;69;17.4848484848;0;14;0.5714285714;8240000;5600;76;4
2;3;1;3;6.3333333333;0;0;0;421000;650;5;1
16;17;3;27;16.6470588235;0;7;0.5714285714;4477000;3525;43;4
52;8;3;28;20.7142857143;0;7;0.7142857143;969000;750;10;5
3;4;1;4;8.5;0;0;0;549000;900;9;1
41;42;3;86;18.8780487805;0;16;0.6875;11130000;7550;99;5
19;20;2;40;16.2631578947;0;3;1;4127000;3200;43;2
5;6;2;7;9.3333333333;0;1;1;1423000;1225;13;1
1;2;1;2;5.5;0;0;0;244000;500;3;1
58;7;12;49;19.6666666667;0;8;0.375;1017000;900;13;9
50;51;3;87;19.24;0;14;0.5;13301000;9175;120;2
86;34;8;125;21.756097561;1;4;1;8991000;5200;71;11
1;2;1;2;4.5;0;0;0;244000;500;3;1
50;3;5;22;19.5;1;3;0;638000;150;5;3
25;26;2;52;16.0769230769;1;12;0.4166666667;5854000;4575;60;4
0;1;1;1;3;0;0;0;113000;250;0;1
27;28;4;94;16.8518518519;0;19;0.3684210526;8170000;4625;61;8
14;3;20;28;19.6;1;1;1;1115000;575;8;5
6;7;1;7;10.8571428571;0;1;1;1243000;1450;16;1
16;17;2;33;15.5;1;5;0.4;3858000;3025;39;5
9;10;1;10;14.3;0;3;1;2142000;1975;24;1
42;12;12;34;22.9090909091;0;5;0.6;2996000;1775;25;4
25;26;3;31;16.6923076923;0;10;0.8;6696000;4475;58;4
13;14;3;29;14.7692307692;0;3;1;2665000;2000;27;3
